GT_Título,LLM_Título,Nível_GT,Nível_LLM,Similaridade,Caminho_GT,Caminho_LLM,Tamanho_GT,Tamanho_LLM
CORD,Capillary pressure,Nível 3,Nível 3,0.5146,root > Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,590,429
Systems and Toolkits,Tar detection in carbonates,Nível 3,Nível 4,0.5146,root > Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,550,491
Deep Learning Packages,Petrophysics,Nível 3,Nível 2,0.5146,root > Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,1025,272
FPGA-based Hardware,NMR applications in laboratory scale,Nível 4,Nível 2,0.5146,root > Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,251,664
Cloud-Sea Computing Systems,Porosity,Nível 2,Nível 3,0.5146,Edge Computing Systems and Tools > Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Porosity,587,527
FocusStack,References,Nível 2,Nível 2,0.5146,Edge Computing Systems and Tools > FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,555,8779
Other Edge Computing Systems,Wettability,Nível 2,Nível 3,0.5146,Edge Computing Systems and Tools > Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,831,416
Cloud-Sea Computing Systems,Porosity,Nível 1,Nível 3,0.5146,Cloud-Sea Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Porosity,587,527
FocusStack,References,Nível 1,Nível 2,0.5146,FocusStack,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > References,555,8779
Other Edge Computing Systems,Wettability,Nível 1,Nível 3,0.5146,Other Edge Computing Systems,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Wettability,831,416
CORD,Capillary pressure,Nível 2,Nível 3,0.5146,Open Source Edge Computing Projects > CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,590,429
CORD,Capillary pressure,Nível 1,Nível 3,0.5146,CORD,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,590,429
Systems and Toolkits,Tar detection in carbonates,Nível 2,Nível 4,0.5146,Deep Learning Optimization at the Edge > Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,550,491
Deep Learning Packages,Petrophysics,Nível 2,Nível 2,0.5146,Deep Learning Optimization at the Edge > Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,1025,272
FPGA-based Hardware,NMR applications in laboratory scale,Nível 3,Nível 2,0.5146,Deep Learning Optimization at the Edge > Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,251,664
Systems and Toolkits,Tar detection in carbonates,Nível 1,Nível 4,0.5146,Systems and Toolkits,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Field implementation and applications > Tar detection in carbonates,550,491
Deep Learning Packages,Petrophysics,Nível 1,Nível 2,0.5146,Deep Learning Packages,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics,1025,272
FPGA-based Hardware,NMR applications in laboratory scale,Nível 2,Nível 2,0.5146,Hardware System > FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,251,664
FPGA-based Hardware,NMR applications in laboratory scale,Nível 1,Nível 2,0.5146,FPGA-based Hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,251,664
SpanEdge,Capillary pressure,Nível 3,Nível 3,0.514,root > Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,490,429
Green-energy powered sustainable computing,NMR applications in laboratory scale,Nível 4,Nível 2,0.514,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,133,664
At the Bottom Device Layer,Pore size distribution,Nível 3,Nível 3,0.514,root > Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,85,792
GPU-based hardware,Design and improvements in LWD-NMR,Nível 4,Nível 3,0.514,root > Deep Learning Optimization at the Edge > Hardware System > GPU-based hardware,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in field scale > Design and improvements in LWD-NMR,209,1620
ASIC,Introduction,Nível 4,Nível 2,0.514,root > Deep Learning Optimization at the Edge > Hardware System > ASIC,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Introduction,205,1614
Conclusions,Concluding remarks,Nível 2,Nível 2,0.514,root > Conclusions,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Concluding remarks,559,564
SpanEdge,Capillary pressure,Nível 2,Nível 3,0.514,Edge Computing Systems and Tools > SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,490,429
SpanEdge,Capillary pressure,Nível 1,Nível 3,0.514,SpanEdge,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Capillary pressure,490,429
Green-energy powered sustainable computing,NMR applications in laboratory scale,Nível 3,Nível 2,0.514,Enhancing Energy Efficiency of Edge Computing Systems > At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,133,664
At the Bottom Device Layer,Pore size distribution,Nível 2,Nível 3,0.514,Enhancing Energy Efficiency of Edge Computing Systems > At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,85,792
Green-energy powered sustainable computing,NMR applications in laboratory scale,Nível 2,Nível 2,0.514,At the Middle Edge Server Layer > Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,133,664
Green-energy powered sustainable computing,NMR applications in laboratory scale,Nível 1,Nível 2,0.514,Green-energy powered sustainable computing,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > NMR applications in laboratory scale,133,664
At the Bottom Device Layer,Pore size distribution,Nível 1,Nível 3,0.514,At the Bottom Device Layer,A review on the applications of nuclear magnetic resonance (NMR) in the oil and gas industry: laboratory and field-scale measurements > Petrophysics > Pore size distribution,85,792
